node,lan,text
Q24038547,en,52nd Baeksang Arts Awards
Q73540822,en,2020 African Badminton Championships
Q5892720,en,1902 Turkestan earthquake
Q107721138,en,July 2021 Gulf of Oman incident
Q5021588,en,1983 Lucanamarca massacre
Q56816062,en,2018 Macau Open (badminton)
Q71856863,en,2019 Korea Masters
Q96370427,en,2020 Nobel Peace Prize
Q3118383,en,2005 New York City transit strike
Q3547144,en,Baseball at the 2005 Southeast Asian Games
Q22923141,en,2017 ASEAN Para Games
Q24929357,en,1505 Lo Mustang earthquake
Q56886734,en,Badminton at the 2018 Summer Youth Olympics – Boys' singles
Q6937947,en,Murder of Laci Peterson
Q799566,en,2009 BWF World Championships – Men's Doubles
Q5073209,en,Chaplain–Medic massacre
Q19863321,en,2015 Pakistan Army Mil Mi-17 crash
Q3775020,en,Battle of Yatay
Q6130130,en,Siege of Uruguaiana
Q6121713,en,Sacking of Asunción
Q3651694,en,Campaign of the Hills
Q3042328,en,Landing at Mindelo
Q4783165,en,Arab Cold War
Q3037792,en,Siege of Porto
Q2889650,en,Battle of Ponte Ferreira
Q15845036,en,Capture of Recife (1595)
Q4872642,en,Battle of Valdevez
Q5162445,en,Conquest of Santarém
Q2887851,en,Battle of Ameixial
Q2888264,en,Battle of Castelo Rodrigo
Q4871321,en,Battle of Jenipapo
Q10374621,en,1522 Vila Franca earthquake
Q429437,en,Our Lady of Good Health
Q2887948,en,Battle of the Lines of Elvas
Q3571687,en,Cry of Asencio
Q1243260,en,Battle of Golpejera
Q6745211,en,Malê revolt
Q4572362,en,1966 NASA T-38 crash
Q2954330,en,1991 South American Championships in Athletics
Q2954333,en,1995 South American Championships in Athletics
Q2954332,en,2001 South American Championships in Athletics
Q2890299,en,Battle of Valverde (1385)
Q30586190,en,1954 Paraguayan coup d'état
Q19601700,en,1989 Paraguayan coup d'état
Q3025332,en,Second English Civil War
Q5722741,en,Ochomogo War
Q4872480,en,Battle of Tabsor
Q4871841,en,Battle of Nablus (1918)
Q4022621,en,2003 Cup of China
Q5502007,en,French blockade of the Río de la Plata
Q4302674,en,Evanescence Tour
Q4744530,en,American Music Awards of 2003 (November)
Q7097499,en,Operation Savannah (Angola)
Q4872245,en,Battle of Salga
Q4595154,en,1999 Sydney hailstorm
Q5722782,en,Battle of Pehuajó
Q16489568,en,Battle of Boquerón (1866)
Q5723098,en,Second Battle of Tuyutí
Q30326664,en,Siege of Humaitá
Q7193730,en,Pikysyry maneuver
Q6876265,en,Miss Brasil 2012
Q5492732,en,Sergeants' Revolt
Q22329170,en,2016 Pan American Men's Handball Championship
Q2935433,en,Barack Obama 2008 presidential campaign
Q31593,en,Mister World 2012
Q3822130,en,Battle of Carteia
Q48878794,en,Miss Brasil 2018
Q66011598,en,2019 Altamira prison riot
Q4872231,en,Battle of Sacriporto
Q4872997,en,Battle of the Rhyndacus (1211)
Q7509839,en,Siege of Badajoz (1658)
Q20053838,en,42nd International Emmy Awards
Q27023612,en,Cycling at the 2016 Summer Paralympics – Men's road race C4–5
Q26899796,en,Powerlifting at the 2016 Summer Paralympics – Men's 88 kg
Q15961714,en,2014 Para-South American Games
Q3178426,en,2015 Parapan American Games
Q25441282,en,44th International Emmy Awards
Q2567130,en,1952 NBA All-Star Game
Q2363837,en,History of the Ecuadorian–Peruvian territorial dispute
Q39424,en,2012 South American Under-23 Championships in Athletics
Q25529555,en,Shooting of Alton Sterling
Q4564700,en,1940 Brocklesby mid-air collision
Q48835298,en,Alan Kulwicki plane crash
Q3822486,en,Battle of Carteia (naval)
Q16537370,en,2016 African Men's Handball Championship
Q20012193,en,Endless Forms Most Beautiful World Tour
Q2889392,en,Battle of Montijo
Q6054036,en,International Tribunal on Crimes against Women
Q17101798,en,Exposition des primitifs flamands à Bruges
Q28771629,en,February 2017 Lahore suicide bombing
Q2732058,en,2010 Madeira floods and mudslides
Q7443103,en,Battle of Nepheris (147 BC)
Q26911482,en,2016 Summer Paralympics closing ceremony
Q5176384,en,Council of Blachernae (1094)
Q690883,en,Varig Flight 254
Q2890498,en,Battle of La Arada
Q3074037,en,2011 Parapan American Games
Q3502194,en,Battle of Placentia (194 BC)
Q4871069,en,Battle of Fucine Lake
Q18499561,en,Babymetal World Tour 2014
Q3070714,en,Morelia International Film Festival
Q1408598,en,Portugal in the Eurovision Song Contest 1972
Q7258596,en,Puerto Rico campaign
Q2887914,en,Battle of Azemmour
Q14256061,en,Swimming at the 2013 World Aquatics Championships – Men's 100 metre freestyle
Q4815495,en,Athletics at the 2016 Summer Paralympics – Men's 5000 metres T11
Q26853748,en,Athletics at the 2016 Summer Paralympics – Women's 100 metres T38
Q20012855,en,2019 Parapan American Games
Q8462432,en,2012 Republican National Convention
Q3019544,en,Swimming at the 2012 Summer Paralympics – Men's 4 × 100 metre freestyle relay 34pts
Q4629911,en,2013 Taça de Portugal Final
Q2029196,en,Negro Rebellion
Q25240812,en,WrestleWar (1991)
Q4837668,en,Babe Ruth's called shot
Q26263261,en,Sailing at the 2016 Summer Olympics – Men's 470
Q3019679,en,Swimming at the 2012 Summer Paralympics – Men's 4 × 100 metre medley relay 34pts
Q3822875,en,Siege of Thala
Q3019632,en,Swimming at the 2012 Summer Paralympics – Women's 4 × 100 metre freestyle relay 34pts
Q3019833,en,Swimming at the 2012 Summer Paralympics – Women's 4 × 100 metre medley relay 34pts
Q5452512,en,First Battle of Clusium (82 BC)
Q2841547,en,Battle of Faventia (82 BC)
Q16855053,en,Revolt of Lyon against the National Convention
Q27673384,en,17th Annual Latin Grammy Awards
Q28864522,en,2017 Radio Disney Music Awards
Q2890815,en,Battle of the Puig
Q22244762,en,Siege of Euripos
Q43085092,en,Siege of Chandax
Q2890321,en,Battle of Praia da Vitória
Q16585575,en,2013 South American Youth Games
Q3206342,en,Battle of Günzburg
Q4608817,en,2007 MTV Video Music Brazil
Q10278764,en,1865 International Exhibition
Q11283650,en,13th Annual Latin Grammy Awards
Q20053837,en,41st International Emmy Awards
Q3026815,en,Alhucemas landing
Q42533899,en,Siege of Antioch (968–969)
Q8026370,en,Winter X Games XII
Q4940515,en,Bombardment of Tangiers
Q16208780,en,Battle of Marcianople
Q16931381,en,Siege of Adrianople (378)
Q4868558,en,Batalha dos Aflitos
Q4871774,en,Battle of Monte Santiago
Q46194568,en,Brazil v Poland (1938 FIFA World Cup)
Q29607,en,Battle of Pirajá
Q10278767,en,Exhibition of the centenary of the opening of the Ports of Brazil
Q9284200,en,Inedito World Tour
Q2984801,en,Battle of Juncal
Q13513029,en,Summer Tour (Bridgit Mendler)
Q6002426,en,Imaginaerum World Tour
Q2888254,en,Battle of Castillejos
Q3636316,en,Battle of Al Busayyah
Q824928,en,Snowboarding at the 2006 Winter Olympics – Men's halfpipe
Q253528,en,Better with U Tour
Q5723335,en,Battle of the Tonelero Pass
Q7898023,en,Up and Coming Tour
Q81640,en,1st Annual Latin Grammy Awards
Q10360213,en,Battle of Praça da Sé
Q682192,en,Cher (concert residency)
Q27566029,en,Kett's Rebellion
Q30633660,en,45th International Emmy Awards
Q21503517,en,América Latina Olé Tour 2016
Q1170270,en,Give Me Ed... 'Til I'm Dead Tour
Q17986643,en,Battle of Constantinople (1147)
Q4870517,en,Battle of Bordeaux (1938 FIFA World Cup)
Q6822737,en,Metal for Muthas Tour
Q16495052,en,Riocentro attack
Q2067651,en,2009 Hotel Shamo bombing
Q19840795,en,Siege of Damascus (1400)
Q3300622,en,Hospital Central
Q1230022,en,First Council of Toledo
Q3324932,en,First Council of Lugo
Q19065445,en,Pardon of Richard Nixon
Q7097087,en,Operation Gordian Knot
Q61002798,en,2019 Taça da Liga Final
Q18159592,en,Iranian intervention in Iraq (2014–present)
Q4574675,en,1971 Sudanese coup d'état
Q28451034,en,2017 Taça da Liga Final
Q18481700,en,Case of Amarildo de Souza
Q4614240,en,2009 MTV Video Music Brazil
Q643510,en,March 1949 Syrian coup d'état
Q2466265,en,Miss World 1984
Q16141981,en,Miss Brasil 2014
Q68483636,en,20th Annual Latin Grammy Awards
Q6068230,en,Iraqi–Kurdish conflict
Q15063869,en,The Greatest Hits World Tour
Q20648434,en,2015 Taça da Liga Final
Q19878810,en,43rd International Emmy Awards
Q4551867,en,1687 Peru earthquake
Q29025614,en,Qandala campaign
Q18474056,en,39th International Emmy Awards
Q2661450,en,Gdeim Izik protest camp
Q21515053,en,1969 Sudanese coup d'état
Q16852130,en,Kharijite Rebellion (866–896)
Q48969734,en,2023 Parapan American Games
Q16441424,en,2013 Sophia Awards
Q4870287,en,Battle of Amanus Pass
Q1983865,en,2011 CAF Super Cup
Q4872963,en,Battle of the Nervasos Mountains
Q218675,en,2007 Spanish local elections
Q7650713,en,Suzane von Richthofen
Q2739368,en,2002 South American Games
Q26939490,en,Sitting volleyball at the 2016 Summer Paralympics – Men
Q54214272,en,46th International Emmy Awards
Q5037022,en,Capture of Jenin
Q5074254,en,Charge at Irbid
Q5074256,en,Charge at Kaukab
Q5074258,en,Charge at Kiswe
Q844018,en,Field hockey at the 2010 Summer Youth Olympics – Girls' tournament
Q746397,en,Snowboarding at the 2006 Winter Olympics – Men's parallel giant slalom
Q10372022,en,1926 Horta earthquake
Q4625976,en,2012 Kufra conflict
Q10360246,en,1936 Naval Revolt
Q5452497,en,First Battle of Agua Prieta
Q693003,en,Handball at the 2010 Summer Youth Olympics – Boys' tournament
Q3360285,en,Pact of Genoa
Q3820712,en,Siege of Paysandú
Q4572480,en,1966 anti-Igbo pogrom
Q8243989,en,Battle of Apros
Q7662539,en,Synod of Rome (732)
Q7662540,en,Synod of Rome (963)
Q7662541,en,Synod of Rome (964)
Q16009048,en,Operation Sangaris
Q15070113,en,2013 Libyan coup d'état attempt
Q18278525,en,Swimming at the 2014 Summer Youth Olympics – Mixed 4 × 100 metre freestyle relay
Q18278550,en,Swimming at the 2014 Summer Youth Olympics – Boys' 50 metre freestyle
Q18278466,en,Swimming at the 2014 Summer Youth Olympics – Boys' 100 metre freestyle
Q6553353,en,Linea Aeropostal Venezolana Flight 253 (June 1956)
Q4872481,en,Battle of Tabocas
Q20054768,en,Battle of Apamea
Q101928043,en,Super Bowl LV halftime show
Q18609298,en,1966 Upper Voltan coup d'état
Q18604542,en,1982 Upper Voltan coup d'état
Q3495710,en,2005 Mauritanian coup d'état
Q28809002,en,"Pretty Boy, Dirty Boy World Tour"
Q4590797,en,1995 World Junior Figure Skating Championships
Q18845325,en,Great Escape Tour
Q846439,en,Isabella Nardoni case
Q19902017,en,Bulgarian–Serbian wars of 917–924
Q16497166,en,Battle of Montevideo (1823)
Q4592297,en,1997 Central American Games
Q7097061,en,Operation Freedom Deal
Q20053806,en,1st International Emmy Awards
Q2954340,en,2007 South American Championships in Athletics
Q44407676,en,Battle of Sanaa (2017)
Q19759389,en,Battle of Mukalla (2015)
Q64796893,en,BET Awards 2019
Q29097470,en,BET Awards 2017
Q24083364,en,Battle of Kirkuk (2015)
Q46846215,en,Beit Jinn offensive
Q21405560,en,2015 al-Hawl offensive
Q2954335,en,1999 South American Championships in Athletics
Q25830931,en,1972–1975 Bangladesh insurgency
Q62055402,en,Suzano school shooting
Q65049211,en,1993 Burundian coup d'état attempt
Q555848,en,Moimenta-Alcafache train crash
Q54397034,en,Gymnastics at the 2018 South American Games
Q4606926,en,2006 South American Under-23 Championships in Athletics
Q6065909,en,Battle of Paso de Mercedes
Q5778687,en,Battle of Paso de Cuevas
Q15920827,en,Cross-country skiing at the 2014 Winter Paralympics – Women's 1 km Sprint Classic
Q3306615,en,1980 Azores Islands earthquake
Q2909603,en,Bombing of Durango
Q16820899,en,Wrestling at the 2014 Commonwealth Games
Q60792421,en,2019 Pan American Games opening ceremony
Q7512984,en,Signing of the United States Declaration of Independence
Q48893387,en,Lali en Vivo
Q19278515,en,Dreamhack Winter 2013
Q2398500,en,2005 South American Championships in Athletics
Q65167371,en,47th International Emmy Awards
Q2954336,en,2006 South American Championships in Athletics
Q39499537,en,2018 South American U-17 Women's Championship
Q33141986,en,Men's foil at the 2017 World Fencing Championships
Q19370692,en,Al Qubbah bombings
Q39072669,en,2018 Roller Derby World Cup
Q57701969,en,ARIA Music Awards of 2018
Q10392510,en,Transbrasil Flight 801
Q24883056,en,2016 European Athletics Championships – Women's 5000 metres
Q11077926,en,2013 Vuelta a Castilla y León
Q60750764,en,1980 Guinea-Bissau coup d'état
Q7979109,en,"Wedding of Frederik, Crown Prince of Denmark, and Mary Donaldson"
Q50597223,en,Cross-country skiing at the 2018 Winter Paralympics – Women's 1.5 km sprint classical
Q4622174,en,2011 Players Championship
Q4871756,en,Battle of Mogadishu (2009)
Q7929037,en,Vigário Geral massacre
Q3510571,en,1969 Portugal earthquake
Q5453921,en,First Transjordan attack on Amman
Q7443608,en,Second Transjordan attack on Shunet Nimrin and Es Salt
Q18481714,en,Guaratuba child murders
Q18353020,en,2014 South American Under-23 Championships in Athletics
Q4614770,en,2009 South American Junior Championships in Athletics
Q4618395,en,2010 South American Under-23 Championships in Athletics
Q2955726,en,2012 Ibero-American Championships in Athletics
Q2835869,en,2012 Girls' Youth South American Volleyball Championship
Q6920596,en,Mount Elgon insurgency
Q2615155,en,2012 Mundialito de Clubes
Q4611922,en,2008 South American Under-23 Championships in Athletics
Q5624250,en,Gymnastics at the 1928 Summer Olympics – Women's artistic team all-around
Q96065241,en,Donald Trump photo op at St. John's Church
Q4871455,en,Battle of Kismayo (2012)
Q4871453,en,Battle of Kismayo (2008)
Q28085824,en,2016 South American Under-23 Championships in Athletics
Q5367260,en,Eloá Pimentel hostage crisis
Q963420,en,Weightlifting at the 2008 Summer Olympics – Women's 63 kg
Q3495636,en,Battle of Baidoa
Q4870412,en,Battle of Bandiradley
Q1323183,en,Fall of Mogadishu
Q5432162,en,Fall of Kismayo
Q4872168,en,Battle of Ras Kamboni
Q4744515,en,American Music Awards of 1991
Q1044382,en,2010 Winter Olympics closing ceremony
Q2337604,en,Battle of Hill 70
Q6796325,en,2006 São Paulo violence outbreak
Q2652686,en,Kachin conflict
Q63123297,en,1972 Dahomeyan coup d'état
Q3544388,en,Battle of Tamarón
Q373857,en,Battle of Mullaitivu (2009)
Q4606563,en,2006 MTV Video Music Brazil
Q924005,en,2007 Solomon Islands earthquake
Q16957926,en,Chola invasion of Srivijaya
Q27989308,en,Reinado Internacional del Café 2017
Q4597883,en,2000 Summer Olympics opening ceremony
Q823194,en,Snowboarding at the 2006 Winter Olympics – Men's snowboard cross
Q1005404,en,Field hockey at the 2008 Summer Olympics – Men's tournament
Q5533472,en,Genoese occupation of Rhodes
Q17522645,en,Little Maracanazo
Q64614575,en,E3 2020
Q1441850,en,WEC 37
Q1392201,en,Showdown in the Sun
Q1192202,en,Sixteenth Council of Toledo
Q3494883,en,Battle of Sarmizegetusa
Q9068547,en,Liberal rebellions of 1842 (Empire of Brazil)
Q392797,en,Battle of Pharsalus (1277)
Q4604529,en,2005 MTV Video Music Brazil
Q4600565,en,2002 Trophée Lalique
Q2680896,en,2002 NHK Trophy
Q4599890,en,2002 Cup of Russia
Q4599779,en,2002 Bofrost Cup on Ice
Q3206242,en,2002 Skate America
Q4600471,en,2002 Skate Canada International
Q4599173,en,2001 Trophée Lalique
Q2680904,en,2001 NHK Trophy
Q4598608,en,2001 Cup of Russia
Q4599099,en,2001 Sparkassen Cup on Ice
Q3206548,en,2001 Skate America
Q4599083,en,2001 Skate Canada International
Q128551,en,2000 Trophée Lalique
Q2680891,en,2000 NHK Trophy
Q4597300,en,2000 Cup of Russia
Q4597848,en,2000 Sparkassen Cup on Ice
Q3558591,en,2000 Skate America
Q4597834,en,2000 Skate Canada International
Q128556,en,1999 Trophée Lalique
Q2680938,en,1999 NHK Trophy
Q4594615,en,1999 Cup of Russia
Q4595102,en,1999 Sparkassen Cup on Ice
Q3616185,en,1999 Skate America
Q4595088,en,1999 Skate Canada International
Q128565,en,1998 Trophée Lalique
Q2582748,en,1998 NHK Trophy
Q4593478,en,1998 Cup of Russia
Q4593976,en,1998 Sparkassen Cup on Ice
Q3616290,en,1998 Skate America
Q4593964,en,1998 Skate Canada International
Q128566,en,1997 Trophée Lalique
Q2582720,en,1997 NHK Trophy
Q4592331,en,1997 Cup of Russia
Q4592664,en,1997 Nations Cup
Q3616252,en,1997 Skate America
Q4592778,en,1997 Skate Canada International
Q2855373,en,Battle of Petroe
Q128567,en,1996 Trophée Lalique
Q2106970,en,1996 NHK Trophy
Q4591308,en,1996 Cup of Russia
Q7673083,en,1996 Nations Cup
Q3616263,en,1996 Skate America
Q4591688,en,1996 Skate Canada International
Q128972,en,1995 Trophée de France
Q1657111,en,1995 NHK Trophy
Q7726050,en,1995 Nations Cup
Q590139,en,1995 Skate America
Q4590641,en,1995 Skate Canada International
Q3178427,en,2007 Parapan American Games
Q303623,en,Canoeing at the 2012 Summer Olympics – Men's K-2 1000 metres
Q57218747,en,Latin American Music Awards of 2018
Q4604963,en,2005 Trophée Éric Bompard
Q4601916,en,2003 Trophée Lalique
Q2744000,en,2003 NHK Trophy
Q4601268,en,2003 Cup of Russia
Q3178607,en,2003 Skate America
Q4601831,en,2003 Skate Canada International
Q2387020,en,Battle of Sarandí
Q1215310,en,Battle of San Juan Hill
Q4871158,en,Battle of Guantánamo Bay
Q13581505,en,Battle of Pease River
Q1408604,en,Portugal in the Eurovision Song Contest 1973
Q1609941,en,1972 Brazilian Grand Prix
Q24204921,en,Six Years' War
Q2458452,en,MLS Cup 1999
Q2578782,en,MLS Cup 2000
Q21590651,en,MLS Cup 2015
Q5349603,en,Ein al-Zeitun massacre
Q81657,en,11th Annual Latin Grammy Awards
Q20053836,en,38th International Emmy Awards
Q4629912,en,2013 Taça da Liga Final
Q5488858,en,Wedding of Prince Felipe and Letizia Ortiz
Q19468059,en,33rd TVyNovelas Awards
Q594932,en,Test 219
Q11680810,en,Naval Battle of Arica
Q2887897,en,Battle of Arica
Q926160,en,Aerolíneas Argentinas Flight 322
Q3320910,en,Battle of Topáter
Q10293069,en,Operation Trident (1963)
Q28404729,en,7th Blockbuster Entertainment Awards
Q4594881,en,1999 Marlboro 500
Q81533,en,2009 Campeonato Internacional de Verano
Q61714848,en,2019 São Paulo helicopter crash
Q9053626,en,Out There (tour)
Q4871291,en,Battle of Itaparica
Q16933679,en,Ningpo massacre
Q2887902,en,Battle of Asseiceira
Q27627848,en,Siege of De'an
Q42059422,en,October 2017 Iberian wildfires
Q4849595,en,Baku bid for the 2016 Summer Olympics
Q7267163,en,Qatari–Bahraini War
Q5288544,en,Doha bid for the 2016 Summer Olympics
Q7318599,en,Revolt of the Muckers
Q7509852,en,Siege of Bangkok
Q7509995,en,Siege of Exeter (1068)
Q48879501,en,2018 Taça da Liga Final
Q4871305,en,Battle of Jaguarão
Q78255689,en,2020 Supercopa Ecuador
Q41545549,en,2017 Catalan general strike
Q4872014,en,Battle of Pensacola (1814)
Q4591333,en,1996 Dura Lube 200
Q1004861,en,Weightlifting at the 2008 Summer Olympics – Men's +105 kg
Q4617789,en,2010 MTV Video Music Brazil
Q25040886,en,FESTAC 77
Q2496774,en,Battle of Lipantitlán
Q2776402,en,Lynching of Thomas Shipp and Abram Smith
Q4871054,en,Battle of Fort Rivière
Q7443573,en,Second Sumatran expedition
Q5037037,en,Capture of Monterey
Q968910,en,2009 USA-Brazil Challenge
Q20312996,en,Battle of Treviso
Q1101771,en,Fifteenth Council of Toledo
Q4744518,en,American Music Awards of 1993
Q4744529,en,American Music Awards of 2000
Q781406,en,Cross-country skiing at the 2002 Winter Olympics – Men's 50 kilometre classical
Q2888113,en,Battle of Batoche
Q77023,en,Brazil 76–0 Timor-Leste
Q63430998,en,Happiness Begins Tour
Q20811151,en,Latin Carga Convair CV-880 crash
Q50312175,en,2018 Ouagadougou attacks
Q20888767,en,Tropical Storm Erika
Q16960952,en,Chadian intervention in northern Mali
Q16585572,en,2019 South American Beach Games
Q4871061,en,Battle of Four Lakes
Q4565798,en,1946 South American Championships in Athletics (unofficial)
Q71701962,en,ARIA Music Awards of 2019
Q56759846,en,2021 UCI Road World Championships
Q4871771,en,Battle of Mont Sorrel
Q7283921,en,Rail accidents at Morpeth
Q18702074,en,December 2014 Cameroon clashes
Q106730276,en,2021 Rio de Janeiro shootout
Q6747542,en,Manchester United F.C. 9–0 Ipswich Town F.C.
Q57243792,en,Hurricane Leslie (2018)
Q55603824,en,American military intervention in Somalia (2007–present)
Q20052703,en,Baixada massacre
Q20683866,en,Death of Mary Jane Barker
Q3119043,en,Six-Day War (2000)
Q5432160,en,Fall of Kampala
Q57313669,en,19th Annual Latin Grammy Awards
Q47452670,en,Mudéjar revolt of 1264–1266
Q15224206,en,Battle of Ghazni (998)
Q7510186,en,Siege of Leith
Q26262261,en,Sailing at the 2016 Summer Olympics – 49er FX
Q4575699,en,1973 Rwandan coup d'état
Q4871152,en,Battle of Guadarrama
Q28735905,en,2017 Military Police of Espírito Santo strike
Q4744539,en,American Music Awards of 2006
Q8064873,en,Zaire 74
Q3623233,en,Siege of Sofia
Q267562,en,2011 IZOD IndyCar World Championship
Q1769637,en,American Music Awards of 2007
Q7372022,en,Rowing at the 2007 Pan American Games
Q20015700,en,Rui Pedro Teixeira Mendonça
Q2633421,en,Gas attacks at Hulluch
Q962311,en,Battle of Passo Fundo
Q4608260,en,2007 Copa Libertadores Finals
Q2748473,en,Asturian architecture
Q5180256,en,Crabb massacre
Q29258911,en,Battle of Tabqa
Q19594110,en,2015 Players Championship
Q20708425,en,1982 Tournament Players Championship
Q16585578,en,2017 South American Youth Games
Q16933958,en,Tang campaign against Karakhoja
Q25043351,en,1991 Lesotho coup d'état
Q28234538,en,2017 Ivory Coast mutinies
Q19414136,en,Allí abajo
Q18214240,en,Operation Caban
Q27230922,en,Eritrean–Ethiopian border conflict
Q31145996,en,Love + Dance World Tour
Q19898363,en,Siege of Nubl and al-Zahraa
Q14711893,en,United Airlines Flight 2860
Q3206436,en,Wheelchair tennis at the 2012 Summer Paralympics – Men's Doubles
Q3867208,en,Archery at the 2012 Summer Paralympics – Women's individual compound
Q3787399,en,Shooting at the 2012 Summer Paralympics – Mixed 50 metre rifle prone SH1
Q5762601,en,1992 Summer Olympics opening ceremony
Q6013726,en,Inauguration of Franklin Pierce
Q4586873,en,1991 Haitian coup d'état
Q3139314,en,Fifth Council of Toledo
Q31029955,en,Caracas helicopter incident
Q15729274,en,1951 Miami Airlines C-46 crash
Q4742957,en,American Airlines Flight 6780
Q85728158,en,2003 Mauritanian coup d'état attempt
Q61049946,en,Inter-Allied Women's Conference
Q2888138,en,Battle of Besançon
Q16240727,en,2008 Oceania Youth Athletics Championships
Q16240791,en,2010 Oceania Junior Athletics Championships
Q18474006,en,32nd International Emmy Awards
Q61974741,en,1990 Zambian coup d'état attempt
Q63099653,en,1985 Sudanese coup d'état
Q18890301,en,Drone strikes in Yemen
Q17514054,en,2014 Oceania Junior Athletics Championships
Q3152959,en,Rupununi Uprising
Q19870409,en,2015 Oceania Youth Athletics Championships
Q2954779,en,2010 Oceania Athletics Championships
Q2954767,en,2012 Oceania Athletics Championships
Q70669819,en,2019 Northeast Brazil oil spill
Q22078513,en,Battle of El Adde
Q18128999,en,Operation Indian Ocean
Q20354122,en,Battle of Leego (2015)
Q684990,en,Miss World 1965
Q10857882,en,1994 Oceania Athletics Championships
Q16240439,en,1998 Oceania Athletics Championships
Q16954925,en,2013 Oceania Youth Athletics Championships
Q20053274,en,Siege of São Filipe
Q2631493,en,Miss World 1967
Q2467434,en,Miss World 1968
Q568066,en,Miss World 1969
Q932590,en,Miss World 1981
Q15928537,en,Arab separatism in Khuzestan
Q29093219,en,Nasty woman
Q17514047,en,2014 Oceania Athletics Championships
Q42378091,en,Oromia–Somali clashes
Q4825938,en,2nd Annual Latin Grammy Awards
Q9068534,en,Revolution of 11 September 1852
Q574934,en,1995 Asian Women's Handball Championship
Q16241233,en,2013 Oceania Athletics Championships
Q20880703,en,National Airlines Flight 101
Q22894201,en,Al-Shaddadi offensive (2016)
Q7096988,en,Operation Dingo
Q30324743,en,Pool War
Q5723024,en,Battle of Tatayibá
Q4631578,en,23 November 2006 Sadr City bombings
Q4636492,en,3 February 2007 Baghdad market bombing
Q2935360,en,Biscay Campaign
Q3349531,en,Asturias Offensive
Q4592605,en,1997 Marlboro 500
Q16494605,en,Second Battle of the Corunna Road
Q27957709,en,2019 Island Games
Q12182813,en,1979 Khuzestan insurgency
Q52504376,en,2018 Taça de Portugal Final
Q932274,en,2004 NACAC U23 Championships in Athletics
Q2984842,en,Battle of Mufilo
Q17513962,en,2014 NACAC U23 Championships in Athletics
Q65047801,en,Littlemore Priory scandals
Q27048776,en,2016 NACAC U23 Championships in Athletics
Q4870541,en,Battle of Bramall Lane
Q17332331,en,RENAMO insurgency (2013–2021)
Q47510319,en,Battle of Aden (2018)
Q3454484,en,Dorr Rebellion
Q4626540,en,2012 Philippines Piper Seneca crash
Q2922951,en,Boxing at the 1963 Pan American Games
Q33141397,en,Women's épée at the 2017 World Fencing Championships
Q71702024,en,Latin American Music Awards of 2019
Q923995,en,Battle of Seseña
Q2890832,en,Battle of the Segre
Q29268956,en,Miss Venezuela 2017
Q25043479,en,1972 Republic of the Congo coup d'état attempt
Q4597660,en,2000 NACAC Under-25 Championships in Athletics
Q4600299,en,2002 NACAC Under-25 Championships in Athletics
Q62090944,en,Battle of Dinant
Q3349522,en,Huesca Offensive
Q7863028,en,U.S. 500
Q20977839,en,1979 Equatorial Guinea coup d'état
Q5057698,en,Celebrity Big Brother (British series 5)
Q2890728,en,Battle of 4 May
Q2466747,en,Miss World 1985
Q4744520,en,American Music Awards of 1995
Q2984768,en,Battle of Cienfuegos
Q2888043,en,Battle of Uji (1221)
Q102188098,en,Killing of João Alberto Silveira Freitas
Q4611663,en,2008 Nikon Indy 300
Q3122649,en,Gymnastics at the 2006 Asian Games
Q1207093,en,2009 Kids' Choice Awards
Q629871,en,Nordic combined at the 2006 Winter Olympics – Individual Gundersen
Q663609,en,Nordic combined at the 2006 Winter Olympics – Team
Q531844,en,Nordic combined at the 2006 Winter Olympics – Sprint
Q2571823,en,Battle of El Mazuco
Q9068529,en,Revolution of the 44
Q9095575,en,Warrior Tour
Q46518,en,Mi Plan Tour
Q13516693,en,2013 FIFA Confederations Cup knockout stage
Q15298020,en,Alpine skiing at the 2013 Winter Universiade
Q5604164,en,Greenhouse Item
Q14941448,en,Battle of Maaloula
Q43961201,en,Summer Hits Tour
Q825088,en,Snowboarding at the 2006 Winter Olympics – Women's parallel giant slalom
Q7443113,en,Second Battle of San Juan (1898)
Q2909610,en,Bombardment of San Juan
Q3316959,en,Mister World 1996
Q2887938,en,Battle of El Caney
Q12346864,en,Whitney South Sea Expedition
Q4872487,en,Battle of Takajō
Q7362529,en,Romanian armies in the Battle of Stalingrad
Q2888366,en,Crossbarry ambush
Q21005831,en,Assassination of Spencer Perceval
Q73622500,en,2019 Trofeo de Campeones de la Superliga Argentina
Q8036482,en,World Wide Blitz Tour
Q2476323,en,Rowing at the 2011 Pan American Games
Q7510366,en,Siege of Salto
Q6013804,en,Inauguration of William Henry Harrison
Q4246875,en,Rio de Janeiro bid for the 2016 Summer Olympics
Q4744527,en,American Music Awards of 2002
Q3241199,en,Israeli–Lebanese conflict
Q1441451,en,Guayaquil Conference
Q1039981,en,2009 FIFA Confederations Cup Final
Q16274857,en,2004 OFC Women's Under 19 Qualifying Tournament
Q1814334,en,Battle of Tomaszów Lubelski
Q3290959,en,2010 Connecticut power plant explosion
Q7170964,en,Peru 4–2 Austria (1936 Summer Olympics association football)
Q5028461,en,Campo da Feiteira
Q3891504,en,Battle of Pozoblanco
Q3312369,en,Battle of Mendigorría
Q27510011,en,Fantastic Babys
Q750750,en,2008 SunTrust Indy Challenge
Q4249754,en,King of Alcatraz
